Job Title,Company,Location,Experience,Salary,Job Description,Skills,Job_Role
Lead Data Scientist/Data Analyst,Turing,Mumbai,11-18 Yrs,3500000,10+ years in Data Science with expertise in Predictive Analytics and Machine Learning|L...,"data science, Debugging, Data Analyst, Data analytics, Python, Data analysis, Science, Analytics",Data Analyst
Lead Data Scientist,Navikenz India,Mumbai,11-18 Yrs,3500000,10+ years in Data Science with expertise in Predictive Analytics and Machine Learning|L...,"Text mining, Coding, GCP, Neural networks, Network analysis, Machine learning, Javascript, Open source",Data Scientist
Lead Data Scientist,Colruyt It Consultancy India,Mumbai,11-18 Yrs,3500000,10+ years in Data Science with expertise in Predictive Analytics and Machine Learning|L...,"Text mining, Statistical analysis, Image processing, data science, Neural networks, Analytical, Manager Quality Control, Forecasting",Data Scientist
Lead Data Scientist,Ixie Gaming,Mumbai,11-18 Yrs,3500000,10+ years in Data Science with expertise in Predictive Analytics and Machine Learning|L...,"IT services, SAN, SOC, Machine learning, Data quality, SQL, CRM, Python",Data Scientist
Lead Data Scientist,Deepquanty,Mumbai,11-18 Yrs,3500000,10+ years in Data Science with expertise in Predictive Analytics and Machine Learning|L...,"Computer vision, C++, Coding, Analytical, Artificial Intelligence, Machine learning, HTML, Analytics",Data Scientist
Staff Data Scientist,Netradyne,Mumbai,11-18 Yrs,3500000,10+ years in Data Science with expertise in Predictive Analytics and Machine Learning|L...,"Computer science, Automation, Publishing, RDBMS, Analytical, Machine learning, thermal, Data processing",Data Scientist
Lead Data Scientist,Demandbase,Mumbai,11-18 Yrs,3500000,10+ years in Data Science with expertise in Predictive Analytics and Machine Learning|L...,"TAM, Logistic regression, NoSQL, neo4j, RF, Machine learning, Data collection, Data mining",Data Scientist
"Data Scientist, II",Antuit,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","Supply chain, Product engineering, GIT, Coding, Machine learning, Data quality, Monitoring, SQL",Data Scientist
Data Scientist (Analytics Centre of Excellence (ACE)),Maruti Suzuki,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","SAP, GCP, Machine learning, Agile, Oracle, Cosmos, Forecasting, Analytics",Data Scientist
Data Scientist Intern Rigbot,rigbot.com,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...",null,Data Scientist
Data Scientist II,Seismic Technologies,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","Product management, Performance tuning, Computer vision, data science, Development Manager, Machine learning, Open source, Continuous improvement",Data Scientist
Data Scientist - Chapter Champion,Equifax Credit Information Services Private Limited,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","Data analysis, Analytical, Process improvement, Machine learning, Healthcare, Manager Quality Control, MS Office, MATLAB",Data Scientist
Staff Data Scientist,Aarki,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","SAN, C++, Product engineering, Machine learning, SCALA, Data processing, Forecasting, SQL",Data Scientist
Associate Data Scientist,Popular Digital Ai,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","Automation, data science, Predictive modeling, Subject matter expertise, Technology implementation, Continuous improvement, Information technology, Analytics",Data Scientist
Data scientist / ML Engineer -- US Client (Analytics),US MNC (analytics),Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","Python, Predictive Modeling, Logistic Regression, Artificial Intelligence, risk modeling, Natural Language Processing, Machine Learning, Fraud detection",Data Scientist
Senior Data Engineer,Nielsen Sports,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","Automation, GIT, cloud security, Linux, Apache, JIRA, consumer goods, AWS",Data Engineer
Sr. Data Engineer & Architect,Clovertex,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","Data Engineering, Aws Cloud, Data Flow, Architectural Design, Data Modeling, Data Architecture, ERwin, Architecture",Data Engineer
S&C Global Network - AI - Conversational AI - Analyst,Accenture,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","continuous integration, regression testing, ci/cd, python, machine learning, css, web services, sharepoint",Data Analyst
Software Engineering Technical Leader - AI/ML Platform,Webex,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","Architect, orchestration, Debugging, Machine learning, Software development life cycle, Middleware, cisco, Distribution system",Software Engineer
Data Engineer with data science,Adobe,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","Data analysis, data science, Image processing, Web analytics, Data modeling, Machine learning, Adobe, SQL",Data Scientist
Data Engineer - Marketing,Kimberly-Clark Corporation,Pune,3-8 Yrs,null,"Essential Duties and Responsibilities: . Design, optimize, and maintain scalable ETL pi...","Performance tuning, Data analysis, Data migration, Data modeling, RDBMS, Flex, Agile, Analytics",Data Engineer
Data Engineer,Randstad Digital,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"Data Engineering, Data Pipeline, ETL, Pyspark, Snowflake, Data Warehousing, SQL, Python",Data Engineer
ML Engineer (Databricks + PySpark),Zetwerk,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"advanced analytics, devops, Finance, Machine learning, Cloud, Packaging, Deployment, Data analytics",AI_Engineer
S&C Global Network - AI - CG&S ML Engineer Analyst,Accenture,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"continuous integration, python, data engineering, process migration, devops, synthesis, github, project management",Data Analyst
S&C Global Network - AI - RTCDP - Consultant,Accenture,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"adobe analytics, display video, google ads, campaign management, segmentation, trading, python, rdbms",AI_Engineer
S&C Global Network - AI - RTCDP - Consultant,Accenture,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"adobe analytics, campaign management, segmentation, display video, google ads, trading, pyspark, bitbucket",AI_Engineer
S&C Global Network - AI - CG&S ML Engineer Analyst,Accenture,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"continuous integration, python, data engineering, process migration, devops, synthesis, github, project management",Data Analyst
S&C Global Network - AI - CG&S ML Engineer Analyst,Accenture,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"continuous integration, python, data engineering, process migration, devops, synthesis, github, project management",Data Analyst
S&C Global Network - AI - CG&S - ML Engineer Consultant,Accenture,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"continuous integration, python, data engineering, process migration, devops, synthesis, github, project management",AI_Engineer
AI/ML Architect,Infogain,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"python, NLP, Azure, Generative AI, Vector DB, AI Agents, Artificial Intelligence, Machine Learning",AI_Engineer
Senior Data Engineer (Immediate Joiner),Fission Labs,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"PySpark, Databricks, Python, Airflow, ECR, CrateDB, Clickhouse, FastAPI",Data Engineer
I&F Decision Sci Practitioner Sr Analyst,Accenture,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"advanced analytics, unsupervised learning, data science, clustering, statistical programming, python, client engagement, neural networks",Data Analyst
S&C Global Network - AI - CDP Associate Manager,Accenture,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"jQuery, JavaScript, HTML, Adobe Analytics, ETL, data aggregation, S, Data Crunching",AI_Engineer
Sr. Python Developer,Codvo,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"Python, Azure, PyTorch, GCP, Cloud Infrastructure Management, Backend Service Development, data engineering, AWS",Python Developer
Senior Data Engineer,Accenture,Hyderabad,2-4 Yrs,1400000,We are looking for a motivated and detail-oriented Data Engineer with 2-4 years of exp...,"python, pyspark, data engineering, data modeling, graph databases, algorithms, azure data lake, azure analytics",Data Engineer
DS Analyst,Turing,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Computer science, Data analysis, Usage, data science, Networking, Coding, Analytical, Manager Technology",Data Analyst
Business Analyst,Delibo,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Computer science, Data analysis, Business Analyst, Analytical, Agile, Software development life cycle, Project delivery, Continuous improvement",Business Analyst
Analyst,Center Study Science Technology Policy,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Administrative assistance, Administration, Literature, Senior Analyst, Focus, Research, Logistics, Assistance",Data Analyst
Ai & Data science Intern,Refonte Infini,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...",null,Data Scientist
Junior data engineer,Dhurin,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Computer science, Diagnostics, SQL database, GCP, Database design, Programming, Data quality, Predictive modeling",Data Engineer
Data scientist / ML Engineer -- US Client (Analytics),US MNC (analytics),Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Python, Predictive Modeling, Logistic Regression, Artificial Intelligence, risk modeling, Natural Language Processing, Machine Learning, Fraud detection",Data Scientist
Sr. AI Engineer,Target,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Supply chain, Data analysis, Machine learning, Network security, Application development, Troubleshooting, Forecasting, System monitoring",AI_Engineer
Associate Data Scientist,Recruitrix Technologies LLP,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","deep learning, MS SQL, tableau, MySQL, Machine learning, Budgeting, Python, Data",Data Scientist
Data Scientist-Machine Learning Engineer,Cogneesol,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Tensorflow, Pytorch, Python, Ml, Docker, Prometheus, Grafana, Ml Pipelines",Data Scientist
Assistant Manager Talent Acquisition,Netscribes,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Coding, Assistant Manager Talent Acquisition, Analytical, Machine learning, Data analytics, Continuous improvement, Analytics, Recruitment",UI/UX Engineer
Business Analytics/Data Scientist,Khushboo,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","sas, Hypothesis Testing, Machine Learning, sql, Advanced Analytics, python, Logistic Regression, Customer Segmentation",Data Scientist
Principal Software Engineering,TE Connectivity,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","AWS Cloud, Data Modelling, Google, Data Lakes, Azure, R, cloud hyperscalers, Data Warehousing",Software Engineer
Data Scientist Engineer,Netcore Cloud,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","C++, Automation, Linux, Project management, MySQL, Javascript, PHP, Data structures",Data Scientist
Staff Data Scientist - Technology Development,Micron Software,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Semiconductor, Operational excellence, Analytical, Artificial Intelligence, Machine learning, Javascript, Teradata, SQL",Data Scientist
Senior Data Engineer,Oportun,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Postgresql, MySQL, Agile, Scrum, Budgeting, Troubleshooting, Monitoring, SQL",Data Engineer
Data Scientist :: Python :: SQl :: Big query :: AWS/GCP,Apex Consultancy Services,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Data Science, Predictive Modeling, big query, python, visualization, GCP, data scientist, Regression Modeling",Data Scientist
Data Engineer,Capgemini,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","pyspark, microsoft azure, data engineering, data bricks, sql azure, python, azure data lake, data validation",Data Engineer
Lead AI Engineer - Machine Learning,ZS Associates India Pvt Ltd,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Machine Learning, continuous integration, python, scala, data security, pyspark, aws sagemaker, ci/cd",AI_Engineer
Genpact Hiring For AWS data engineer with Pyspark,Genpact,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Aws Lambda, aws redshift, Aws Glue, Python, SQL, Pyspark, Aws Cloud, Dynamo Db",Data Engineer
Software Engineer - Full Stack User Interface (UI) Developer,Medtronic,Remote,0-3 Yrs,null,"Bachelor s or Master s degree in Engineering, Computer Science, or similar. Data scient...","Software design, github, orchestration, Web analytics, Analytical, Healthcare, SEO, Software solutions",Software Engineer
Sr ML Engineer,Oportun,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Software design, Version control, Project management, Machine learning, Data structures, Data quality, Budgeting, Monitoring",AI_Engineer
Senior Python Data Engineer,Social Hr,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Data Engineering, AWS, Python, Airflow, data build tool, git, Amazon Redshift, ci/cd",Data Engineer
Senior Manager - AI CoE,Tredence,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","python, project management, team management, languages, natural language processing, presentation skills, data migration, machine learning",AI_Engineer
Senior AWS Databricks Platform Admin,Worldpay,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Manager Quality Assurance, Networking, Infrastructure management, data security, Network security, Agile, Troubleshooting, Technical support",Cloud Engineer
S&C GN AI - Insurance AI Consulting Manager - CL7,Accenture,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","management consulting, advanced analytics, business analysis, artificial intelligence, underwriting, project management, python, program management",AI_Engineer
Software Developer 3,Oracle,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Computer science, Software design, Storage management, Data structures, System design, Oracle, Apache, Analytics",Software Engineer
Senior Data Engineer,Oportun,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Computer science, Postgresql, MySQL, Agile, Scrum, Data quality, Troubleshooting, Monitoring",Data Engineer
Senior Data Engineer,Oportun,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Computer science, Postgresql, MySQL, Agile, Scrum, Data quality, Troubleshooting, Monitoring",Data Engineer
Senior Data Engineer,Oportun,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Computer science, Postgresql, MySQL, Agile, Scrum, Data quality, Troubleshooting, Monitoring",Data Engineer
Immediate Openings For AI Developer - Chennai Location,HTC Global Services,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","GCP, AI, Python, Development, Artificial Intelligence",AI_Engineer
Principal Software Developer,Oracle,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Computer science, metadata, PAAS, Debugging, Machine learning, Cloud, Oracle, Forecasting",Software Engineer
Senior Java Developer,Barclays,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Process automation, Hibernate, Backend, orchestration, Machine learning, Workflow, JPA, Business strategy",Java Developer
Senior Manager - Data Science,NPS Prism,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Computer science, Automation, Performance management, Project management, Analytical, Consulting, Resource management, Operations",Data Scientist
AI / ML Developer,Infogain,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","Computer science, deep learning, data science, GCP, Project management, Machine learning, System design, Deployment",AI_Engineer
Senior Software Engineer,Virtusa,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","ML Engineering, Azure, analytics workbench tools, AWS, Google Cloud, AI Engineering, Cloud, Tools",Software Engineer
S&C GN AI - Insurance AI Consulting Manager - CL7,Accenture,Mysuru,12-15 Yrs,null,"Bachelor s or Master s degree in Computer Science, Engineering, or a related field (Mas...","management consulting, advanced analytics, business analysis, artificial intelligence, underwriting, project management, python, program management",AI_Engineer
Data Science Associate (Junior/Senior),Thecorrelation,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","Mining, Computer vision, Automation, Data analysis, Project management, Consulting, Machine learning, Data collection",Data Scientist
Data Engineering Manager,Adani Group,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","Data Engineering, Data Architecture, ETL Tool, Data Governance, Governance, ETL, Engineering, Architecture",Data Engineer
"Gen Ai Developer,",Brace Infotech,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","gen ai, Azure, NLP, Python, Gen, Natural language processing, Artificial Intelligence, Microsoft Azure",AI_Engineer
IN_Senior Associate _Azure DE + Databricks Developer,PwC Service Delivery Center,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","python, orchestration, data processing, pyspark, azure data factory, data integration, Process, Microsoft Azure",Cloud Engineer
IN_Senior Associate _Azure DE + Databricks Developer,PwC Service Delivery Center,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","python, data processing, pyspark, azure data factory, etl, communication skills, Factory, Development",Cloud Engineer
IN_Senior Associate _Azure DE + Databricks Developer,PwC Service Delivery Center,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...",IN_Senior Associate _Azure DE + Databricks Developer,Cloud Engineer
IN_Senior Associate _Azure DE + Databricks Developer,PwC Service Delivery Center,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","orchestration, pyspark, pythondata processing, data warehousing, azure data factory, etl, data integration, Development",Cloud Engineer
Senior Data Engineer,Oportun,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","Computer science, Postgresql, MySQL, Agile, Scrum, Data quality, Troubleshooting, Monitoring",Data Engineer
Senior Software Engineer (Frontend),Spense,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","Performance tuning, Front end, Coding, Debugging, Javascript, Data structures, Troubleshooting, Open source",Software Engineer
Senior Data Engineer,Oportun,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","Computer science, Postgresql, MySQL, Agile, Scrum, Data quality, Troubleshooting, Monitoring",Data Engineer
Senior Data Engineer,Oportun,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","Computer science, Postgresql, MySQL, Agile, Scrum, Data quality, Troubleshooting, Monitoring",Data Engineer
Senior Data Engineer,Oportun,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","Computer science, Postgresql, MySQL, Agile, Scrum, Data quality, Troubleshooting, Monitoring",Data Engineer
Senior Data Engineer,Oportun,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","Computer science, Postgresql, MySQL, Agile, Scrum, Data quality, Troubleshooting, Monitoring",Data Engineer
Sr Talend Data Engineer,Exponentia Team,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","Manager Quality Assurance, data security, MySQL, Cloud, big data, Troubleshooting, Data warehousing, SQL",Data Engineer
Technical Architect,Crux,Indore,1-5 Yrs,null,"Salary: Negotiable (Depending on the level, to be discussed during final in...","Content management, Data management, RDBMS, Machine learning, CMS, Packaging, HTML, HTTP",Technical Support_Engineer
Data Engineer,Accenture,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","security compliance, data engineering, data modeling, data governance, design principles, talend, big data technologies, data warehousing",Data Engineer
"Business Analyst, IN-COBRA",Amazon,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","Product management, Automation, Data analysis, SAS, Business analysis, Analytical, SPSS, Data mining",Business Analyst
Artificial Intelligence Engineer,Dil Se Trader,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","Artificial Intelligence, Algorithm Development, Python Framework, Ai Solutions, Neural Networks, Big Data, Machine Learning, Deep Learning",AI_Engineer
"AI / ML Development <img loading=""lazy"" fetchpriority=""lo",Kanhasoft,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","AI / ML Development <img loading=""lazy"" fetchpriority=""lo, Load, Development, Artificial Intelligence, Ml",AI_Engineer
Digital Marketing Intern,Codemonk,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...",null,Digital Marketing
Data Science - Associate,NextGen Invent,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","Computer science, Usage, data science, Artificial Intelligence, Machine learning, Agile, Healthcare, Open source",Data Scientist
Jr . Software Engineer,Bytestrone,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","Lead Software, QA automation, Automation Lead, Software, Automation, Jrss, Quality assurance, Software engineering",Software Engineer
Principal Data Scientist,Turing,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","Data analysis, Operations research, Linux, Networking, Information security, Machine learning, big data, Analytics",Data Scientist
Data Scientist with Gen AI- Pune/ Remote - Immediate Joiner,Indian MNC,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","Data Science, Gen AI, LLM, Machine Learning, Gen, Machine, Data, Science",Data Scientist
AI Architect,Robert Bosch Engineering and Business Solutions Private Limited,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","Unix, GIT, Linux, Machine learning, Workflow, Teradata, Open source, Analytics",AI_Engineer
Principal Data Scientist,Cornerstone India,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","Text mining, People development, Linux, Data management, Performance management, GCP, RDBMS, Shell scripting",Data Scientist
Data Scientist II - Chennai,CM Telematics,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","Claims, Coding, Risk assessment, Debugging, Machine learning, Telematics, Scheduling, SQL",Data Scientist
Sr. Data Engineering Lead,Codvo,Ahmedabad,0-2 Yrs,null,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","Azure, AWS, Python, Java, Data Engineering, GCP, Apache Beam, Apache Kafka",Data Engineer
ML Ops Engineer,Spearhead Technology,Gurugram,1-6 Yrs,null,Join us at CARS24 as a Billing Executive ! What Will You Drive?Lead data-driven initiat...,"development testing, data science, Machine learning, Manager Technology, Design development, IT planning, Resource management, Operations",AI_Engineer
"Data Engineer (Level 4), AOP",Amazon,Gurugram,1-6 Yrs,null,Join us at CARS24 as a Billing Executive ! What Will You Drive?Lead data-driven initiat...,"Automation, Data modeling, Analytical, PLSQL, Data quality, Business intelligence, Troubleshooting, JIRA",Data Engineer
Data Engineer,Think Right Technologies,Gurugram,1-6 Yrs,null,Join us at CARS24 as a Billing Executive ! What Will You Drive?Lead data-driven initiat...,"Computer science, Performance tuning, Data migration, Postgresql, MySQL, Data quality, Apache, Information technology",Data Engineer
Data Science Senior Manager,Tredence,Gurugram,1-6 Yrs,null,Join us at CARS24 as a Billing Executive ! What Will You Drive?Lead data-driven initiat...,"Computer vision, Image processing, data science, Neural networks, Machine learning, Natural language processing, Forecasting, SQL",Data Scientist
SAP Data Engineer,Zensar,Gurugram,1-6 Yrs,null,Join us at CARS24 as a Billing Executive ! What Will You Drive?Lead data-driven initiat...,"Data migration, SAP, data security, sap fiori, Cloud, Virtualization, ABAP, Reporting tools",Data Engineer
Sr. Data Engineering Lead,Codvo,Gurugram,1-6 Yrs,null,Join us at CARS24 as a Billing Executive ! What Will You Drive?Lead data-driven initiat...,"Azure, AWS, Python, Java, GCP, Apache Beam, Apache Kafka, Apache Spark",Data Engineer
"Big Data Professional (Hadoop, Spark, and NoSQL)",Synechron,Gurugram,1-6 Yrs,null,Join us at CARS24 as a Billing Executive ! What Will You Drive?Lead data-driven initiat...,"microsoft azure, sql, spark, hadoop, nosql technologies, hive, cloudera, data analytics",SQL Developer
Senior Python Developer,Launchx Labs,Gurugram,1-6 Yrs,null,Join us at CARS24 as a Billing Executive ! What Will You Drive?Lead data-driven initiat...,"algorithms, analytical, dbms, software engineering, data pipeline, artificial intelligence, communication skills, Pipeline",Python Developer
Senior Data Engineer MDM Data Vault,Forward Eye Technologies,Gurugram,1-6 Yrs,null,Join us at CARS24 as a Billing Executive ! What Will You Drive?Lead data-driven initiat...,"Data Engineering, Apache Airflow, Data Quality, MDM, Data Build Tool, Snowflake DB, Data Warehousing, Python",Data Engineer
Business Analyst (Noida),Provana,Mumbai,2-5 Yrs,null,"Role Overview: As a Customer Success Manager at Exponentia.ai, you will play a pivotal ...","Power Bi, Advanced Excel, Tableau, Excel, Business analysis, Bi",Business Analyst
S&C Global Network - AI - CG&S - Data Engineer Analyst,Accenture,Mumbai,2-5 Yrs,null,"Role Overview: As a Customer Success Manager at Exponentia.ai, you will play a pivotal ...","python, data engineering, sql, data warehousing concepts, machine learning algorithms, hive, snowflake, airflow",Data Analyst
Director/ Associate Director- Data Science (Pharma),Zetwerk,Mumbai,2-5 Yrs,null,"Role Overview: As a Customer Success Manager at Exponentia.ai, you will play a pivotal ...","Career development, Prototype, data science, GCP, Pharma, Analytical, Machine learning, Healthcare",Data Scientist
Principal Azure Big Data Architect,Tiger Analytics,Mumbai,2-5 Yrs,null,"Role Overview: As a Customer Success Manager at Exponentia.ai, you will play a pivotal ...","Big Data, databricks, azure, End To End Implementation, spark, data factory, pyspark, Team Leading",Cloud Engineer
S&C Global Network - AI - CDP - Marketing Analytics - Consultant,Accenture,Mumbai,2-5 Yrs,null,"Role Overview: As a Customer Success Manager at Exponentia.ai, you will play a pivotal ...","adobe analytics, display video, google ads, campaign management, segmentation, trading, python, rdbms",AI_Engineer
S&C Global Network - AI - CDP - Marketing Analytics - Consultant,Accenture,Mumbai,2-5 Yrs,null,"Role Overview: As a Customer Success Manager at Exponentia.ai, you will play a pivotal ...","adobe analytics, display video, google ads, campaign management, segmentation, trading, python, rdbms",AI_Engineer
Software Engineer III - MLOps,JPMorgan Chase Bank,Mumbai,2-5 Yrs,null,"Role Overview: As a Customer Success Manager at Exponentia.ai, you will play a pivotal ...","github, orchestration, Linux, Networking, Machine learning, System design, splunk, Troubleshooting",Software Engineer
